# fr_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=fr
# current languages in the file:
# - English - (en) no alterations
# - French - (fr) first column
***LANGUAGES***
en-English|fr-French|
Allow Closers -<\/B> This is where you can set whether the users of this campaign will have the option to send the call to a closer|Autoriser les Closers -</B> C'est ici que vous pouvez définir si les utilisateurs de cette campagne pouront envoyer l'appel vers une campagne de type closer|
Dial Status -<\/B> This is where you set the statuses that you are wanting to dial on within the lists that are active for the campaign below|Statut de l'appel -<\/B> C'est ici que vous indiquez les statuts que vous voulez appeler dans les listes actives pour la campagne suivante|
List Order -</B> This menu is where you select how the leads that match the statuses selected above will be put in the lead hopper|Ordre de la liste -</B> C'est dans ce menu que vous selectionnez comment les fiches qui correspondent aux statuts selectionnés ci-dessus seront mises dans le distributeur de fiches|
select the first leads loaded into the vicidial_list table|selectionne les premières fiches chargées dans la table vicidial_list|
select the last leads loaded into the vicidial_list table|selectionne les dernières fiches chargées dans la table vicidial_list|
select the highest phone number and works its way down|selectionne le plus grand numéro de téléphone et continue vers le bas|
select the lowest phone number and works its way up|selectionne le plus petit numéro de téléphone et continue vers le haut|
starts with last names starting with Z and works its way down|commence avec les noms commençant pas Z et continue vers le bas|
starts with last names starting with A and works its way up|commence avec les noms commençant par A et continue vers le haut|
starts with most called leads and works its way down|commence avec les fiches les plus appelées et continue en descendant|
starts with least called leads and works its way up inserting a NEW lead in every other lead - Must NOT have NEW selected in the dial statuses|commence avec les fiches les moins appelées et continue en montant en insérant une fiche NEW à chaque autre fiche - Ne doit PAS avoir NEW selectionné dans les statuts d'appel|
starts with least called leads and works its way up inserting a NEW lead in every third lead - Must NOT have NEW selected in the dial statuses|commence avec les fiches les moins appelées et continue en augmentant en insérant une fiche NEW toutes les 3 fiches - Ne doit PAS avoir NEW selectionné dans les statuts d'appel|
starts with least called leads and works its way up inserting a NEW lead in every forth lead - Must NOT have NEW selected in the dial statuses|commence avec les fiches les moins appelées et continue en augmentant en insérant une fiche NEW toutes les 4 fiches - Ne doit PAS avoir NEW selectionné dans les statuts d'appel|
starts with least called leads and works its way up|commence avec les fiches les moins appelées et continue en augmentant|
Hopper Level -<\/B> This is how many leads the VDhopper script tries to keep in the vicidial_hopper table for this campaign. If running VDhopper script every minute, make this slightly greater than the number of leads you go through in a minute|Niveau du distributeur -</B> C'est le nombre de fiches que le script VDhopper essaye de garder dans la table vicidial_hopper  pour cette campagne. Si l'on lance le script VDhopper chaque minute, mettez juste au dessus du nombre de fiches que vous voulez traiter par minute|
Force Reset of Hopper -<\/B> This allows you to wipe out the hopper contents upon form submission. It should be filled again when the VDhopper script runs|Forcer la réinitialisation du distributeur -</B> Cela vous autorise à éliminer le contenu du distributeur depuis un formulaire de validation. Il devrait être rempli une nouvelle fois quand le quand VDhopper se lance|
Auto Dial Level -<\/B> This is where you set how many lines VICIDIAL should use per active agent. zero 0 means auto dialing is off and the agents will click to dial each number. Otherwise VICIDIAL will keep dialing lines equal to active agents multiplied by the dial level to arrive at how many lines this campaign on each server should allow|Niveau de l'appel automatique -</B> C'est ici que vous mettez combien de lignes VICIDIAL devrait utiliser par agent. 0 veut dire que l'appel automatique est désactivé et que l'agent doit cliquer pour appeler chaque numéro. Autrement VICIDIAL maintiendra le nombre de lignes égale au nombre d'agents actifs  multiplié par le niveau de l'appel automatique pour arriver au nombres de lignes que cette campagne devrait permettre sur chaque serveur |
Next Agent Call -<\/B> This determines which agent receives the next call that is available|Appel de l'agent suivant -</B> Cela determine quel agent recevra l'appel suivant quand c'est possible|
orders by the random update value in the vicidial_live_agents table|ordonne par la valeur aléatoire de mise à jour dans la table vicidial_live_agents|
orders by the last time an agent was sent a call. Results in agents receiving about the same number of calls overall|ordonne par la dernière date à laquelle un agent a passé un appel. Résultats des agents recevant globalement un nombre à peu près identique d'appels |
orders by the last time an agent finished a call. AKA agent waiting longest receives first call|ordonne suivant la dernière date à laquelle un agent a terminé un appel. L'agent AKA attendant le plus longtemps reçoit le premier appel|
Local Call Time -<\/B> This is where you set during which hours you would like to dial, as determined by the local time in the are in which you are calling. This is controlled by area code and is adjusted for Daylight Savings time if applicable. General Guidelines in the USA for Business to Business is 9am to 5pm and Business to Consumer calls is 9am to 9pm|Temps d'appel local -<\/B> C'est ici que vous indiquez pendant quelles heures vous voulez appeler, comme déterminé par l'heure locale dans la région dans laquelle vous voulez appeler. C'est controlé par le code de la région et est ajusté pendant le temps des Daylight Savings si c'est approprié. Les habitudes générales aux Etat-Unis, de Buisness à Buisness, sont de 9h00 à 17h00 et de Buisness à particulier de 9h00 à 21h00|
Voicemail -<\/B> If defined, calls that would normally DROP would instead be directed to this voicemail box to hear and leave a message|Boîte vocale -</B> Si elle est définie, les appels qui sont normalement abandonné seront redirigés vers une boîte vocale pour écouter et laisser un message|
Dial Timeout -<\/B> If defined, calls that would normally hang up after the timeout defined in extensions.conf would instead timeout at this amount of seconds if it is less than the extensions.conf timeout. This allows for quickly changing dial timeouts from server to server and limiting the effects to a single campaign. If you are having a lot of Answering Machine or Voicemail calls you may want to try changing this value to between 21-26 and see if results improve|Délai d'appel -<\/B> Si défini, les appels qui seraient normalement raccrochés après le délai défini dans extensions.conf le seront après ce nombre de secondes si c'est moins que le délai dans extensions.conf. Cela autorise des délais de changement d'appel rapide de serveur à serveur et limite les effets à une simple campagne. Si vous avez beaucoup de répondeur et de boîte vocales, vous devriez essayer de mettre une valeur entre 21 et 26 et voir si les résultats s'améliorent|
Dial Prefix -<\/B> This field allows for more easily changing a path of dialing to go out through a different method without doing a reload in Asterisk. Default is 9 based upon a 91NXXNXXXXXX in the dial plan - extensions.conf|Préfixe d'appel -</B> Ce champ autorise plus facilement à changer un chemin d'appel vers l'exterieur à travers une méthode differente sans devoir recharger Asterisk. La valeur par défaut 9 est basée sur 91NXXNXXXXXX dans le dial plan du fichier extensions.conf |
Campaign CallerID -<\/B> This field allows for the sending of a custom callerid number on the outbound calls. This is the number that would show up on the callerid of the person you are calling. The default is UNKNOWN. If you are using T1 or E1s to dial out this option is only available if you are using PRIs - ISDN T1s or E1s - that have the custom callerid feature turned on, this will not work with Robbed-bit service -RBS- circuits. This will also work through most VOIP -SIP or IAX trunks- providers that allow dynamic outbound callerID. The custom callerID only applies to calls placed for the VICIDIAL campaign directly, any 3rd party calls or transfers will not send the custom callerID. NOTE: Sometimes putting UNKNOWN or PRIVATE in the field will yield the sending of your default callerID number by your carrier with the calls. You may want to test this and put 0000000000 in the callerid field instead if you do not want to send you CallerID|CallerID de la campagne -</B> Ce champ autorise à envoyer un numéro de callerId personnalisé sur les appels sortants. C'est le numéro de callerId que vous voullez montrer à la personne que vous appellez. La valeur par défaut est UNKNOW. Si vous utilisez des T1 ou E1s pour appeler vers l'extérieur cette option est seulement valable si vous utilisez des PRIs - ISDN T1s ou E1s - qui ont la fonction CallerId personnalisable activée, cela ne fonctionne pas avec le service Robbed-bit et les circuits -RBS-. Cela fonctionne aussi avec la plupart des fournisseurs VOIP -SIP ou trunks IAX- qui autorisent un callerId de sortie dynamique. Le callerID personnalisé ne s'applique qu'aux appels passés directement depuis la campagne VICIDIAL, n'importe quel appel avec une tierce personne ou transféré n'enverra pas le callerId personnalisé. NOTE: Parfois en mettant UNKWOWN ou PRIVATE dans ce champ c'est le callerId par défaut de votre ligne qui sera transmis pour les appels. Vous pouvez tester cela et mettre 0000000000 à la place dans le champs calleID si vous ne voulez pas envoyer votre CallerID|
Campaign VDAD extension -<\/B> This field allows for a custom VDAD transfer extension. This allows you to use different VDADtransfer...agi scripts depending upon your campaign. The default transfer AGI - exten 8365 agi-VDADtransfer.agi - just immediately sends the calls on to agents as soon as they are picked up. An additional sample political survey AGI is also now included - 8366 agi-VDADtransferSURVEY.agi - that plays a message to the called person and allows them to make a choice by pressing buttons - effectively pre-screening the lead - . Please note that except for surveys, political calls and charities this form of calling is illegal in the United States|Extension de la campagne VDAD -</B> Ce champ autorise une extension personaliséz pour un transfert VDAD. Cela vous autorise à utiliser différents VDADtransfer...scripts agi en fonction de votre campagne. Le transfert AGI par défaut - exten 8365 agi-VDADtransfer.agi - envoie immédiatement les appels aux agents dès qu'ils sont connectés. Un exemple d'ajout d'un AGI de politique de surveillance est aussi inclu dans - 8366 agi-VDADtransferSURVEY.agi - qui joue un message à la personne appelée et l'autorise à faire un choix en pressant les boutons - effectively  pre-screening the lead - . Veuillez notez que excepté pour les surveillances, les appels politiques et de charités, cette forme d'appel est illégale aux Etats-Unis|
Campaign Rec extension -<\/B> This field allows for a custom recording extension to be used with VICIDIAL. This allows you to use different extensions depending upon how long you want to allow a maximum recording and what type of codec you want to record in. The default exten is 8309 which if you follow the SCRATCH_INSTALL examples will record in the WAV format for upto one hour. Another option included in the examples is 8310 which will record in GSM format for upto one hour|Extention d'enregistrement -</B> Ce champs autorise à avoir une extension personnalisée d'enregistrement pour l'utiliser avec VICIDIAL. Cela autorise à utiliser différentes extensions selon le temps maximum d'enregistrement que vous voulez autoriser et le type de codec que vous voulez utiliser. L'exten par defaut est 8309 qui, si vous avez suivi les exemples de la SCRATCH_INSTALL, enregistrera dans le format WAV jusqu'à une heure. Une autre option incluse dans les exemples est 8310 qui enregistrera dans le format GSM jusqu'à une heure|
Campaign Recording -<\/B> This menu allows you to choose what level of recording is allowed on this campaign. NEVER will disable recording on the client. ONDEMAND is the default and allows the agent to start and stop recording as needed. ALLCALLS will start recording on the client whenever a call is sent to an agent|Enregistrement de campagne -</B> Ce menu vous autorise à choisir quel niveau d'enregistrement est autorisé pour cette campagne. NEVER désactivera l'enregistrement sur le client. ONDEMAND est la valeur par défaut et autorise l'agent à démarrer et arrêter l'enregistrement au besoin. ALLCALLS démarera l'enregistrement sur le client quand un appel est lancé par un agent|
Campaign Rec Filename -<\/B> This field allows you to customize the name of the recording when Campaign recording is ONDEMAND or ALLCALLS. The allowed variables are CAMPAIGN CUSTPHONE FULLDATE TINYDATE EPOCH AGENT. The default is FULLDATE_AGENT and would look like this 20051020-103108_6666. Another example is CAMPAIGN_TINYDATE_CUSTPHONE which would look like this TESTCAMP_51020103108_3125551212|Nom du fichier d'enregistrement de la campagne -</B> Ce champs vous permet de personnaliser le nom de fichier pour l'enregistrement quand l'enregistrement de la campage est sur ONEDEMAND ou ALLCALLS. Les variables autorisées sont CAMPAIGN CUSTPHONE FULLDATE TINYDATE EPOCH AGENT. La valeur par defaut est FULLDATE_AGENT et le nom du fichier ressemblerait à ceci : 20051020-103108_6666. Un autre exemple est CAMPAIGN_TINYDATE_CUSTPHONE ce qui ressemblerait à ceci : TESTCAMP_51020103108_3125551212 |
Campaign Script -<\/B> This menu allows you to choose the script that will appear on the agents screen for this campaign. Select NONE to show no script for this campaign|Script campagne ->/B> Ce menu vous permet de choisir le script qui apparaîtra sur l'écran des agents pour cette campagne. Mettez NONE pour ne pas montrer de script pour cette campagne|
Get Call Launch -<\/B> This menu allows you to choose whether you want to auto-launch the web-form page in a separate window, auto-switch to the SCRIPT tab or do nothing when a call is sent to the agent for this campaign|Consigne de lancement d'appel -</B> Ce menu vous permet de choisir si vous voulez lancer automatiquement la page de web-form dans une fenêtre séparée, passer automatiquement sur l'onglet de script ou ne rien faire quand un appel est envoyé par un agent dans cette campagne|
Answering Machine Message -<\/B> This field is for entering in an extension to blind transfer calls to when the agent gets an answering machine and clicks on the Answering Machine Message button in the transfer conference frame. You must set this exten up in the dial plan - extensions.conf - and make sure it plays an audio file then hangs up|Message de répondeur -</B> Entrez dans ce champ l'extension pour tranferer aveuglement des appels pour quand l'agent tombe sur un répondeur et qu'il clique sur le bouton Answering Machine Message dans la fenêtre de transfert de conférence. Vous devez placer cet exten dans le Dial Plan - extensions.conf - et vous assurer qu'il joue un fichier audio puis raccroche|
List ID -<\/B> This is the numerical name of the list, it is not editable after initial submission, must contain only numbers and must be between 2 and 8 characters in length|ID de la liste -</B> C'est le nom numérique de la liste, il n'est pas éditable après la première validation, il ne doit contenir que des nombres et contenir entre 2 et 8 caractères|
List Name -<\/B> This is the description of the list, it must be between 2 and 20 characters in length|Nom de la liste -</B> C'est la description de la liste, elle doit contenir entre 2 et 20 caractères|
Campaign -<\/B> This is the campaign that this list belongs to. A list can only be dialed on a single campaign at one time|Campagne -</B> C'est la campagne à laquelle cette liste appartient. Une liste ne peut etre appelée que depuis une seule campagne à la fois|
Active -<\/B> This defines whether the list is to be dialed on or not|Active -</B> Cela définie si la liste peut etre appelée ou non|
Reset Lead-Called-Status for this list -<\/B> This resets all leads in this list to N for \"not called since last reset\" and means that any lead can now be called if it is the right status as defined in the campaign screen|Réinisialiser le Lead-Called-Status pour cette liste -</B> Cela réinitialise les fiches dans cette liste à N pour "not called since last reset" et signifie que n'importe quelle fiche peut maintenant être appelée si ce statut est défini dans l'écran de campagne|
Group ID -<\/B> This is the short name of the inbound group, it is not editable after initial submission, must not contain any spaces and must be between 2 and 20 characters in length|ID du groupe -</B> C'est le nom court du group entrant, il n'est pas éditable après la première initialisation, il doit contenir entre 2 est 20 caractères|
Group Name -<\/B> This is the description of the group, it must be between 2 and 30 characters in length. Cannot include dashes, plusses or spaces|Nom du groupe -</B> C'est la déscription du groupe, il doit contenir entre 2 et 30 caractères et ne doit pas contenir de tirets, de plus ou d'espaces|
Group Color -<\/B> This is the color that displays in the VICIDIAL client app when a call comes in on this group. It must be between 2 and 7 characters long. If this is a hex color definition you must remember to put a # at the beginning of the string or VICIDIAL will not work properly|Couleur du groupe </B> C'est la couleur que est affichée dans l'application cliente VICIDIAL quand un appel arrive dans ce groupe. Il doit contenir entre 2 et 7 caractères. Si c'est une couleur en hexadecimal vous devez mettre un # au début de la chaîne de caractères ou VICIDIAL ne fonctionnera pas proprement|
Active -<\/B> This determines whether this group show up in the selection box when a VICIDIAL agent logs in|Active -</B> Cela détermine si ce groupe sera visible dans la boîte de sélection quand un agent se connecte à VICIDIAL|
Web Form -<\/B> This is the custom address that clicking on the WEB FORM button in VICIDIAL will take you to for calls that come in on this group|Formulaire Web -</B> C'est l'adresse personnalisée qui, en cliquant sur le boutton WEB FORM dans VICIDIAL, sera prise pour les appels qui arrivent dans ce groupe|
Voicemail -<\/B> If defined, this is the Voicemail box that calls will go to instead of being dropped if no agents are available after the hold time is up|Boîte vocale -</B> Si définie, c'est la boîte vocale vers laquelle les appels seront redirigés au lieu d'être abandonnés si aucun agent n'est disponible une fois le temps limite atteint|
Fronter Display -<\/B> This field determines whether the inbound VICIDIAL agent would have the fronter name - if there is one - displayed in the Status field when the call comes to the agent|Affichage de l'enseigne -<\/B> Ce champ détermine si l'agent VICIDIAL sortant doit avoir l'enseigne - si il y en a une - affichée dans le champ Statut quand l'appel est passé à l'agent|
User ID Start -<\/B> This is the starting User ID that is used when the remote agent entries are inserted into the system. If the Number of Lines is set higher than 1, this number is incremented by one until each line has an entry. Make sure you create a new VICIDIAL user account with a user level of 4 or great if you want them to be able to use the vdremote.php page for remote web access of this account|ID utilisateur de départ -</B> C'est l'ID utilisateur de départ qui est utilisé quand un entrée d'agent distant est inserée dans le système. Si le nombre de lignes est plus grand que 1, ce nombre est incrementé de un pour chaque ligne qui a une entrée. Assurez vous d'avoir créer un nouveau compte utilisateur VICIDIAL avec un niveau de 4 ou plus si vous voulez qu'il puisse utiliser la page vdremote.php pour pour un accès web distant pour ce compte|
Number of Lines -<\/B> This defines how many remote agent entries the system creates, and determines how many lines it thinks it can safely send to the number below|Numéro de lignes -</B> Cela définie combien d'entrées d'agent distants le système crée, et détermine combien de lignes peuvent être envoyées sans soucis au numéro ci-dessus|
Server IP -<\/B> A remote agent entry is only good for one specific server, here is where you select which server you want|IP du serveur -</B> Une entrée d'agent distant est seulement valide pour un serveur spécifique, c'est ici que vous sélectionnez quel serveur vous voulez|
External Extension -<\/B> This is the number that you want the calls forwarded to. Make sure that it is a full dial plan number and that if you need a 9 at the beginning you put it in here. Test by dialing this number from a phone on the system|Extension externe -</B> C'est le numéro vers lequel vous voulez faire suivre l'appel. Assurez vous que c'est un numéro du dial plan et si vous avez besoin d'un 9 au début mettez le ici. Testez en appelant ce numéro depuis un téléphone du système|
Status -<\/B> Here is where you turn the remote agent on and off. As soon as the agent is Active the system assumes that it can send calls to it. It may take up to 30 seconds once you change the status to Inactive to stop receiving calls|Etat -</B> C'est ici que vous activez ou desacivez l'agent distant. Dès que l'agent est actif le systeme permet que des appels puissent lui être envoyés. Cela peu prendre plus de 30 secondes à partir du moment où vous avez desactivé l'agent jusqu'à l'arrêt de la réception des appels|
Campaign -<\/B> Here is where you select the campaign that these remote agents will be logged into. Inbound needs to use the CLOSER campaign and select the inbound campaigns below that you want to receive calls from|Campagne -</B> C'est ici que vous choisissez la campagne dans laquelle ces agents distants ce connecteront. Les appels entrants ont besoin d'une campagne de type CLOSER et de selectionner les campagnes entrantes ci-dessus dans laquelle vous voulez recevoir des appels|
Inbound Groups -<\/B> Here is where you select the inbound groups you want to receive calls from if you have selected the CLOSER campaign|Groupes entrants -</B> C'est ici que vous selectionnez les groupes entrants depuis lesquels vous voulez recevoir des appels si vous avez selectionné une campagne de type CLOSER|
The lists within this campaign are listed here, whether they are active is denoted by the Y or N and you can go to the list screen by clicking on the list ID in the first column|Les listes de cette campagne sont énumérées ici, leur activité est dénotée par le Y ou N et vous pouvez aller à l'écran de la liste en cliquant sur l'ID de la liste dans la première colonne|
Through the use of custom campaign statuses, you can have statuses that only exist for a specific campaign. The Status must be 1-8 characters in length, the description must be 2-30 characters in length and Selectable defines whether it shows up in VICIDIAL as a disposition|En utilisant des statuts de campagne personnalisés, vous pouvez utiliser des statuts qui n'existent que pour une campagne spécifique. Le statut doit contenir entre 1 et 8 caractères , la description entre 2 et 30 et Selectionnable définit si il apparaît dans VICIDIAL comme disposition|
Through the use of custom campaign hot keys, agents that use the vicidial web-client can hang up and disposition calls just by pressing a single key on their keyboard|En utilisant des raccourcis clavier personnalisés, les agents utilisant le client web VICIDIAL peuvent raccrocher et statuer les appels juste en pressant une seule touche du clavier|
User Group -<\/B> This is the short name of a Vicidial User group, try not to use any spaces or punctuation for this field. max 20 characters, minimum of 2 characters|Groupe d'utilisateurs -</B> C'est le nom court d'un groupe d'utilisateurs Vicidial, n'utilisez ni espaces ni ponctuation pour ce champ. Max 20 caractère min 2|
Group Name -<\/B> This is the description of the vicidial user group max of 40 characters|Nom du Groupe -</B> C'est la description du groupe d'utilisateurs vicidial. Max 40 caractères|
Xfer-Conf DTMF -<\/B> These four fields allow for you to have two sets of Transfer Conference and DTMF presets. When the call or campaign is loaded, the vicidial.php script will show two buttons on the transfer-conference frame and auto-populate the number-to-dial and the send-dtmf fields when pressed|DTMF pour le transfert de conférence -<\/B> Ces quatre champs vous permettent de définir deux préselection DTMF pour les transferts de conférences. Quand l'appel ou la campagne est chargée, le script vicidial.php montrera deux boutons dans la fenêtre transfert-conference et remplira automatiquement les champs numéro-à-appeler et envoyer-dtmf quand ils sont pressés|
AMD send to vm exten -<\/B> This menu allows you to define whether a message is left on an answering machine when it is detected. the call will be immediately forwarded to the Answering-Machine-Message extension if AMD is active and it is determined that the call is an answering machine|AMD envoyé au vm exten -<\/B> Ce menu vous permet de définir si un message est laissé sur un répondeur quand il est détecté. L'appel sera immédiatement transmis à l'extention Answering-Machine-Message si AMD est actif et si il est déterminé que l'appel est un répondeur|
Modify Leads -<\/B> This option if set to 1 allows the user to modify leads in the admin section lead search results page|Modifier les fiches -</B> Si cette otpion est à 1 elle autorise l'utilisateur à modifier les fiches dans la page des résultats de la recherche de fiches dans la section d'administration|
Hot Keys Active -<\/B> This option if set to 1 allows the user to use the Hot Keys quick-dispositioning function in|Raccourcis clavier actifs -</B> Si cette option est à 1 elle autorise l'utilisateur à utiliser les raccourcis clavier|
Change Agent Campaign -<\/B> This option if set to 1 allows the user to alter the campaign that an agent is logged into while they are logged into it|Changer l'agent de campagne -</B> Cette option, si elle est mise à 1, permet à l'utilisateur de changer la campagne dans laquelle est connecté un agent alors qu'il y est connecté|
Agent Choose Ingroups -<\/B> This option if set to 1 allows the user to choose the ingroups that they will receive calls from when they login to a CLOSER or INBOUND campaign. Otherwise the Manager will need to set this in their user detail screen of the admin page|Choix des Ingroups -<\/B> Cette option, si elle est mise à 1 autorise l'utilisateur à choisir les ingroups depuis lesquels il recevra des appels quand il est connecté dans une campagne de type CLOSER ou INBOUND sinon le manager devra le définir dans l'écran de détails de l'utiliseur sur la page d'amiministration|
Lead Filter -<\/B> This is a method of filtering your leads using a fragment of a SQL query. Use this feature with caution, it is easy to stop dialing accidentally with the slightest alteration to the SQL statement. Default is NONE|Filtre de fiches -</B> C'est une méthode de filtrage de vos fiches utilisant un fragment de requête SQL. Utilisez cette fonction avec précaution, il est facile de stoper une comunication accidentellement avec le plus petit changement du statement SQL. La valeur par défaut est NONE|
Filter ID -<\/B> This is the short name of a Vicidial Lead Filter. This needs to be a unique identifier. Do not use any spaces or punctuation for this field. max 10 characters, minimum of 2 characters|ID du Filtre -</B> C'est le nom court du filtre de fiches Vicidial. Il doit être unique. N'utilisez ni espace ni ponctuation. Max 10 caractères min 2|
Filter Name -<\/B> This is a more descriptive name of the Filter. This is a short summary of the filter. max 30 characters, minimum of 2 characters|Nom du Filtre -</B> C'est un nom plus descrtiptif du filtre. C'est un court resumé du filtre. Max 30 caractères Min 2|
Filter Comments -<\/B> This is where you can place comments for a Vicidial Filter such as -calls all California leads-.  max 255 characters, minimum of 2 characters|Commentaire du filtre -</B> C'est ici que vous placez les commmentaire du filtre vicidial comme -Appel toutes les fiches de Californie- max 255 characters, min 2|
Filter SQL -<\/B> This is where you place the SQL query fragment that you want to filter by. do not begin or end with an AND, that will be added by the hopper cron script automatically. an example SQL query that would work here is- called_count \> 4 and called_count \< 8 -|Filtre SQL -</B> C'est ici que vous mettez le fragment de requête SQL que vous voulez utiliser pour filtrer. Ne commencez pas ni ne finissez pas par AND, cela est automatiquement ajouté par le script cron. Exemple : called_count > 4 and called_count < 8 |
Agent Alt Num Dialing -<\/B> This option allows an agent to manually dial the alternate phone number or address3 field after the main number has been called|Appel du numéro alternatif pour l'agent -</B> Cette option permet à l'agent d'appeler le numéro de téléphone alternatif ou le champ adresse3 après que le numéro de téléphone principal ait été appelé|
Scheduled Callbacks -<\/B> This option allows an agent to disposition a call as CALLBK and choose the data and time at which the lead will be re-activated|Rappels programmés -</B> Cette option autorise un agent à statuer un appel comme CALLBK et à choisir une date et une heure à laquelle la fiche sera réactivée|
Agent-Only Callbacks -<\/B> This option allows an agent to set a callback so that they are the only Agent that can call the customer back. This also allows the agent to see their callback listings and call them back any time they want to|Rappel Agent-Seulement -</B> Cette option autorise un agent à assigner un rappel pour lequel il sera le seul a pouvoir rappeler le client. Cela autorise aussi l'agent à voir sa liste de rappel quand il le désire|
Agent Call Manual -<\/B> This option allows an agent to manually enter a new lead into the system and call them. This also allows the calling of any phone number from their vicidial screen and puts that call into their session. Use this option with caution|Appel manuel pour l'agent-</B> Cette option autorise un agent à entrer manuellement une nouvelle fiche et à l'appeler. Elle autorise aussi l'appel de n'importe quel numéro de téléphone depuis vicidial et met cette appel dans sa session. Utilisez cette option avec précaution|
Vicidial Recording -<\/B> This option can prevent an agent from doing any recordings after they log in to vicidial. This option must be on for vicidial to follow the campaign recording session|Enregistrement vicidial -</B> Cette otpion peut empêcher un agent de faire un enregistrement après qu'il se soit connecté à vicidial. Cette option doit être activée pour que vicidial suive la session d'enregistrement de la campagne|
Vicidial Transfers -<\/B> This option can prevent an agent from opening the transfer - conference session of vicidial. If this is disabled, the agent cannot third party call or blind transfer any calls|Transferts Vicidial  -</B> Cette option peut empêcher un agent d'ouvrir un transfert - conférence dans vicidial. Si c'est desactivé, l'agent ne pourra pas appeler une tierce personne ou transferer l'appel|
Delete Filters -<\/B> This option allows the user to be able to delete vicidial lead filters from the system|Supprimer des filtres -</B> Cette option autorise l'utilisateur à supprimer les filtres de fiches du système|
Alter Agent Interface Options -<\/B> This option if set to 1 allows the administrative user to modify the Agents interface options in admin.php|Modifier les options de l'interface agent -</B> Cette option, si elle est à 1, autorise l'utilisateur administrateur à modifier les otpions de l'interface Agent dans admin.php|
Closer Default Blended -<\/B> This option simply defaults the Blended checkbox on a CLOSER login screen|Closer Default Blended -<\/B> Cette option coche simplement par défaut la checbox Blended sur un écran de connection d'une campagne de type CLOSER|
FILTER NOT ADDED - there is already a filter entry with this ID|FILTRE NON AJOUTE - il y a déjà un filtre avec cet identifiant|
Filter ID, name and SQL must be at least 2 characters in length|Identifiant du filtre, le nom et le SQL doivent au moins contenir 2 caractères|
Filter ID must be at least 2 characters in length|L'identifiant du filtre doit contenir au moins 2 caractères|
Please go back and look at the data you entered|Veuillez retourner en arrière et vérifier les données que vous avez saisies|
CLICK HERE TO GO TO THE SUPER LEAD LOADER|CLIQUEZ ICI POUR ALLER AU SUPER CHARGEUR DE FICHES|
BACK TO ADMIN|RETOUR A L'ADMINISTRATION|
File layout to use|Disposition du fichier à utiliser|
Standard VICIDIAL|VICIDIAL standard|
Custom layout|Disposition personnalisée|
CLICK HERE TO GO TO THE BASIC LEAD LOADER|CLIQUEZ ICI POUR ALLER AU CHARGEUR DE FICHES BASIQUE|
SUPER LIST LOADER|SUPER CHARGEUR DE LISTES|
OK TO PROCESS|PRET A TRAITER|
File data|Données du fichier|
short description of the filter|courte description du filtre|
Alter Agent Interface Options: |Changer les options de l'interface de l'agent: |
Click here to delete filter |Cliquez ici pour effacer le filtre|
FILTER DELETION COMPLETED:|EFFACEMENT DU FILTRE TERMINE:|
ADMIN INTERFACE OPTIONS:|OPTIONS DE L'INTERFACE D'ADMINISTRATION:|
AGENT INTERFACE OPTIONS:|OPTIONS DE L'INTERFACE DE L'AGENT:|
Closer Default Blended:|Closer Default Blended:|
Agent Alt Num Dialing:|Composition du numéro alternatif de l'agent:|
Scheduled Callbacks:|Rappels de service programmés:|
Agent-Only Callbacks:|Rappels de service d'agent-seulement:|
New Filter Addition|Ajout d'un nouveau filtre|
LEAD FILTER LISTINGS:|LISTE DES FILTRES DE FICHES:|
FILTER NOT MODIFIED|FILTRE NON MODIFIE|
FILTER NOT DELETED|FILTRE NON SUPPRIME|
DELETE THIS FILTER|SUPPRIMER CE FILTRE|
FILTER NOT ADDED|FILTRE NON AJOUTE|
Filter Comments: |Commentaires du filtre:|
FILTER MODIFIED|FILTRE MODIFIE|
MODIFY A FILTER|MODIFIER UN FILTRE|
ADD NEW FILTER|AJOUTER UN NOUVEAU FILTRE|
Add New Filter|Ajouter un nouveau filtre|
Modify Filter|Modifier le filtre|
Delete Filter|Supprimer le filtre|
Filter Name: |Nom du filtre:|
FILTER ADDED:|FILTRE AJOUTE:|
VIEW FILTERS|VOIR LES FILTRES|
Lead Filter:|Filtre sur les fiches:|
Filter SQL:|Filtre Sql:|
Users List|Liste des utilisateurs|
Filter ID: |ID du filtre:|
Filters|Filtres|
Agent Call Manual|Appel manuel de l'agent|
Vicidial Recording|Enregistrement Vicidial|
Vicidial Transfers|Transferts Vicidial|
Click here for user time sheet|Cliquez ici pour la feuille de présence de l'utilisateur|
Click here for user status|Cliquez ici pour les statuts utilisateur|
Click here for user CallBack Holds|Cliquez ici pour les rappels reservés à cet utilisateur|
Lead Filter|Filtre de la fiche|
Click here to see all CallBack Holds in this campaign|Cliquez ici pour voir les rappels réservés de cette campagne|
STATUS NAME|NOM DU STATUT|
Script ID|ID du script|
Script Name|Nom du script|
Script Comments|Commentaires du script|
Script Text|Texte du script|
ADD FILTER|AJOUTER LE FILTRE|
